Statistic Measure,Random Forest,Multinomial Naive-Bayes,SVC SVM,Bernouli Naive-Bayes,Gaussian Naive-Bayes
Accuracy,0.751228316925,0.633724019378,0.69125644632,0.732491795593,0.699928113768
